bid_id,title,biz_div,title_len,tag,norm,llm,tfidf
R26BK01507244_000,2026년도 한국고전종합DB구축사업,servc,19,IT시스템,도 한국고전종합DB구축사업,IT시스템,IT시스템
R26BK01272956_000,동래구 정보시스템 통합 유지관리 용역,servc,20,IT시스템,동래구 정보시스템 통합 유지관리 용역,IT시스템,IT시스템
R26BK01590836_000,2022 개정 특수교육 교육과정 일부개정에 따른 초등 1~2학년군 통합교과 국정도서 편찬,servc,49,조사·연구,개정 특수교육 교육과정 일부개정에 따른 초등 1 2학년군 통합교과 국정도서 편찬,기타,조사·연구
R26BK01659327_000,홍천강 하화계지구 하천정비사업 건설폐기물처리용역(1차),servc,30,폐기물처리,홍천강 하화계지구 하천정비사업 건설폐기물처리용역,폐기물처리,폐기물처리
R26BK01612193_000,삼척시 도계 탄광유산 디지털 아카이빙 플랫폼 구축,servc,27,IT시스템,삼척시 도계 탄광유산 디지털 아카이빙 플랫폼 구축,IT시스템,IT시스템
R26BK01644795_000,i-세종학당 AI 활용 한국어 학습 서비스 콘텐츠 확대 및 기능 개선,servc,38,IT시스템,i 세종학당 AI 활용 한국어 학습 서비스 콘텐츠 확대 및 기능 개선,홍보·콘텐츠,IT시스템
R26BK01265927_000,2026년 장애인용 EPUB 3.0 접근성 지원 및 검증 사업,servc,34,홍보·콘텐츠,장애인용 EPUB 3 0 접근성 지원 및 검증 사업,기타,기타
R26BK01606513_000,2026년 통합대입상담시스템 기능 개선,servc,21,IT시스템,통합대입상담시스템 기능 개선,IT시스템,IT시스템
R26BK01303696_000,2026 경기형 인사시스템 기능개선 및 유지관리,servc,26,IT시스템,경기형 인사시스템 기능개선 및 유지관리,IT시스템,IT시스템
R26BK01284532_000,(구)약수초등학교 본관동 부분철거공사 건설폐기물처리용역(중간처리)-계속비,servc,40,폐기물처리,구 약수초등학교 본관동 부분철거공사 건설폐기물처리용역 중간처리 계속비,폐기물처리,폐기물처리
R26BK01480763_000,통합Ezbaro 성능 향상 및 UI/기능 최적화 사업,servc,29,IT시스템,통합Ezbaro 성능 향상 및 UI 기능 최적화 사업,IT시스템,IT시스템
R26BK01258300_000,어린이활동공간 안전관리 측정분석 지원사업(장기계속1차/3차),servc,33,기타,어린이활동공간 안전관리 측정분석 지원사업 장기계속,기타,기타
R26BK01385782_000,2026년도 수산물 소비정보 사업,servc,18,조사·연구,도 수산물 소비정보 사업,조사·연구,기타
R26BK01277876_000,2026년 도시공간정보시스템 운영 및 SW 유지관리 용역,servc,31,IT시스템,도시공간정보시스템 운영 및 SW 유지관리 용역,IT시스템,IT시스템
R26BK01352918_000,2026년~2027년 감사원 정보인프라 유지관리 사업,servc,29,IT시스템,감사원 정보인프라 유지관리 사업,IT시스템,IT시스템
R26BK01428096_000,박물관 상품 뮷즈(MU:DS)브랜드 진단 및 프리미엄 브랜드 개발,servc,36,홍보·콘텐츠,박물관 상품 뮷즈 MU DS 브랜드 진단 및 프리미엄 브랜드 개발,기타,조사·연구
R26BK01287843_000,첨단 기술의 활용성 및 현장 적용성확대를 위한 고도화 사업,servc,32,조사·연구,첨단 기술의 활용성 및 현장 적용성확대를 위한 고도화 사업,기타,조사·연구
R26BK01278249_000,2026년 통일부 정책홍보 영상제작 위탁사업,servc,24,홍보·콘텐츠,통일부 정책홍보 영상제작 위탁사업,홍보·콘텐츠,홍보·콘텐츠
R26BK01433871_000,2026년 공공 재해복구시스템(DR) 구축 ISP 사업 (5차),servc,35,IT시스템,공공 재해복구시스템 DR 구축 ISP 사업,IT시스템,IT시스템
R26BK01497036_000,2026년 단체상해보험,servc,12,기타,단체상해보험,기타,기타
R26BK01459484_000,2026년 긴급구조시스템 노후장비 교체 용역,servc,24,IT시스템,긴급구조시스템 노후장비 교체 용역,IT시스템,IT시스템
R26BK01313311_000,2026년 국가교육위원회 온라인 정책홍보 위탁사업,servc,27,홍보·콘텐츠,국가교육위원회 온라인 정책홍보 위탁사업,홍보·콘텐츠,행사·전시대행
R26BK01271463_000,남명학사 학사종합정보시스템 및 홈페이지 구축 용역,servc,27,IT시스템,남명학사 학사종합정보시스템 및 홈페이지 구축 용역,IT시스템,IT시스템
R26BK01444687_000,[긴급] 2026년 디지털튜터 운영 지원  위탁 용역,servc,29,IT시스템,디지털튜터 운영 지원 위탁 용역,기타,행사·전시대행
R26BK01428254_000,26년 중기제품 팝업스토어 운영지원 용역,servc,22,행사·전시대행,중기제품 팝업스토어 운영지원 용역,기타,행사·전시대행
R26BK01336945_000,26년 모바일 홈택스 고도화 구축 사업,servc,21,IT시스템,모바일 홈택스 고도화 구축 사업,IT시스템,IT시스템
R26BK01650946_000,중소기업 빅데이터 플랫폼(SIMS) 연계방식 전환 및 지원이력 자동수집 강화,servc,42,IT시스템,중소기업 빅데이터 플랫폼 SIMS 연계방식 전환 및 지원이력 자동수집 강화,IT시스템,IT시스템
R26BK01330091_000,2026 세계한인입양동포대회 기획 및 운영,servc,23,행사·전시대행,세계한인입양동포대회 기획 및 운영,행사·전시대행,행사·전시대행
R26BK01482125_000,제9회 전국동시지방선거 등 영업배상책임보험 가입,servc,26,기타,제9회 전국동시지방선거 등 영업배상책임보험 가입,기타,기타
R26BK01352670_000,2026년 상반기 지역사회 평화공감대 형성 기획 및 운영 용역,servc,34,행사·전시대행,상반기 지역사회 평화공감대 형성 기획 및 운영 용역,행사·전시대행,행사·전시대행
R26BK01407444_000,한국가족패널조사(안) 1차(2026년) 실사 및 2차(2027년) 설계 용역,servc,42,조사·연구,한국가족패널조사 안 실사 및 설계 용역,조사·연구,조사·연구
R26BK01621273_000,상설전시 역사관 부분개선 전시연출 설계 및 제작·설치 용역,servc,32,기타,상설전시 역사관 부분개선 전시연출 설계 및 제작 설치 용역,홍보·콘텐츠,행사·전시대행
R26BK01323995_000,세종학당재단 모바일 학습 앱 서비스 기능 개선 및 운영,servc,30,IT시스템,세종학당재단 모바일 학습 앱 서비스 기능 개선 및 운영,IT시스템,IT시스템
R26BK01287123_000,법원실무제요(민사소송) 2차 발간,servc,18,기타,법원실무제요 민사소송 발간,홍보·콘텐츠,기타
R26BK01292023_000,2026년 재단정보시스템 통합유지관리,servc,20,IT시스템,재단정보시스템 통합유지관리,IT시스템,IT시스템
R26BK01363704_000,스마트 수어방송 제작 및 송출 용역(지상파 3개 채널),servc,30,통신망,스마트 수어방송 제작 및 송출 용역 지상파 3개 채널,홍보·콘텐츠,홍보·콘텐츠
R26BK01381784_000,한국형 AI 기상 기후 파운데이션 모델 개발 용역,servc,27,조사·연구,한국형 AI 기상 기후 파운데이션 모델 개발 용역,IT시스템,IT시스템
R26BK01518703_000,동북아역사재단 역사자료 AI 데이터 가공 및 지능형 서비스 개발사업,servc,37,IT시스템,동북아역사재단 역사자료 AI 데이터 가공 및 지능형 서비스 개발사업,IT시스템,IT시스템
R26BK01454799_000,제6회 난민전문통역인 인증제 위탁사업,servc,20,조사·연구,제6회 난민전문통역인 인증제 위탁사업,기타,조사·연구
R26BK01484273_000,2026년 데이터바우처 지원사업 공급기업 감리 용역,servc,28,감리·컨설팅,데이터바우처 지원사업 공급기업 감리 용역,감리·컨설팅,감리·컨설팅
R26BK01565783_000,국가정황정보(COI) DB 및 통합관리시스템 구축(2차) 사업,servc,34,IT시스템,국가정황정보 COI DB 및 통합관리시스템 구축 사업,IT시스템,IT시스템
R26BK01366351_000,[지원] LE Audio/Auracast을 연동한 청각 보조 통합 솔루션 개발,servc,43,조사·연구,LE Audio Auracast을 연동한 청각 보조 통합 솔루션 개발,IT시스템,조사·연구
R26BK01607823_000,청주시 남일면 기초생활거점조성(2단계) 사업 지역역량강화(S/W) 용역,servc,39,조사·연구,청주시 남일면 기초생활거점조성 2단계 사업 지역역량강화 S W 용역,IT시스템,IT시스템
R26BK01272429_000,2026년 기후변화자료 저장장치 유지관리 용역,servc,25,IT시스템,기후변화자료 저장장치 유지관리 용역,IT시스템,IT시스템
R26BK01543219_000,3세대 전자인사관리시스템 전환 구축 사업 등 통합감리용역,servc,31,감리·컨설팅,3세대 전자인사관리시스템 전환 구축 사업 등 통합감리용역,감리·컨설팅,IT시스템
R26BK01392724_000,"2026년 해양조사선(황해로호, 해양누리호) 선박 및 장비보험",servc,34,기타,해양조사선 황해로호 해양누리호 선박 및 장비보험,기타,기타
R26BK01261850_000,2026~2027년 기후변화 영향예측 적응연구동 기반시설 유지관리 용역,servc,39,기타,기후변화 영향예측 적응연구동 기반시설 유지관리 용역,IT시스템,기타
R26BK01280089_000,2026학년도 부산기계공업고등학교 교내 경비 용역,servc,27,기타,학년도 부산기계공업고등학교 교내 경비 용역,기타,기타
R26BK01412991_000,휴대폰 본인확인 서비스 위탁 약정 단가계약,servc,23,기타,휴대폰 본인확인 서비스 위탁 약정 단가계약,IT시스템,통신망
R26BK01501200_000,2026년 발암성정보DB 고도화,servc,17,조사·연구,발암성정보DB 고도화,IT시스템,IT시스템
R26BK01560132_000,26년 정보시스템(폐기물처분부담금) 기능 개선 사업,servc,28,IT시스템,정보시스템 폐기물처분부담금 기능 개선 사업,IT시스템,IT시스템
R26BK01302772_000,2026학년도 나주이화학교 통학차량 임차용역 계약 요청,servc,30,운송·차량임차,학년도 나주이화학교 통학차량 임차용역 계약 요청,운송·차량임차,운송·차량임차
R26BK01602643_000,대전지역기업 해외시장 진출 지원 프로그램 운영 용역,servc,28,조사·연구,대전지역기업 해외시장 진출 지원 프로그램 운영 용역,행사·전시대행,행사·전시대행
R26BK01620722_000,2026년 개인정보 보호 및 활용조사,servc,20,조사·연구,개인정보 보호 및 활용조사,조사·연구,감리·컨설팅
R26BK01564339_000,전주기 성과관리 컨설팅 및 영향평가 실행 방안 용역,servc,28,조사·연구,전주기 성과관리 컨설팅 및 영향평가 실행 방안 용역,감리·컨설팅,조사·연구
R26BK01593466_000,특수교육 AI 디지털 교육자료 플랫폼(중학) 구축 사업,servc,30,IT시스템,특수교육 AI 디지털 교육자료 플랫폼 중학 구축 사업,IT시스템,IT시스템
R26BK01451904_000,담양동초 그린스마트스쿨 증축 및 리모델링 공사 건설폐기물 처리용역,servc,36,폐기물처리,담양동초 그린스마트스쿨 증축 및 리모델링 공사 건설폐기물 처리용역,폐기물처리,폐기물처리
R26BK01430078_000,한국영상자료원 AX 연구용역 사업,servc,18,조사·연구,한국영상자료원 AX 연구용역 사업,홍보·콘텐츠,조사·연구
R26BK01541780_000,조달평가 운영체계 고도화 및 발전전략 수립 연구,servc,26,조사·연구,조달평가 운영체계 고도화 및 발전전략 수립 연구,조사·연구,조사·연구
R26BK01314898_000,2026학년도 일광초등학교 통학차량 운행임차 용역 계약 요청,servc,33,운송·차량임차,학년도 일광초등학교 통학차량 운행임차 용역 계약 요청,운송·차량임차,운송·차량임차
R26BK01426023_000,산림 미세먼지 측정넷 기능 개선,servc,17,IT시스템,산림 미세먼지 측정넷 기능 개선,IT시스템,IT시스템
R26BK01445990_000,국가유산 영상데이터 실시간 연계 및 개선 용역,servc,25,IT시스템,국가유산 영상데이터 실시간 연계 및 개선 용역,IT시스템,IT시스템
R26BK01262853_000,수도권 국제공동 캠페인 확대 수행 용역,servc,21,기타,수도권 국제공동 캠페인 확대 수행 용역,홍보·콘텐츠,홍보·콘텐츠
R26BK01471684_000,수자원 가용성 통합평가 체계구축 및 취약지역 해결책 마련을 위한 기반 정립 연구,servc,44,기타,수자원 가용성 통합평가 체계구축 및 취약지역 해결책 마련을 위한 기반 정립 연구,조사·연구,조사·연구
R26BK01346424_000,국립대구과학관 2026년 과학문화 행사 및 공연 위탁 용역,servc,32,행사·전시대행,국립대구과학관 과학문화 행사 및 공연 위탁 용역,행사·전시대행,행사·전시대행
R26BK01324692_000,환경위성(GEMS) 지상농도 산출기법 확대 적용 및 자료 생산(II),servc,38,조사·연구,환경위성 GEMS 지상농도 산출기법 확대 적용 및 자료 생산 II,조사·연구,조사·연구
R25BK01254004_000,2026년 인천사이버진로교육원 홈페이지플랫폼 유지관리 용역,servc,32,IT시스템,인천사이버진로교육원 홈페이지플랫폼 유지관리 용역,IT시스템,IT시스템
R26BK01354643_000,차세대 범죄예방정보시스템 구축(2차),servc,20,IT시스템,차세대 범죄예방정보시스템 구축,IT시스템,IT시스템
R26BK01276595_000,2026년 경기도장애인복지종합지원센터(남부) 시설 유지관리 용역,servc,35,기타,경기도장애인복지종합지원센터 남부 시설 유지관리 용역,기타,기타
R26BK01539695_000,안동 초염기성암체 장심도 탐광 시추 및 시추코어 초분광이미징 용역,servc,36,IT시스템,안동 초염기성암체 장심도 탐광 시추 및 시추코어 초분광이미징 용역,조사·연구,조사·연구
R26BK01587809_000,제73주년 해양경찰의 날 기념식 행사 용역,servc,23,행사·전시대행,제73주년 해양경찰의 날 기념식 행사 용역,행사·전시대행,행사·전시대행
R26BK01419572_000,국립국악원 예악당 기능 재정립 및 시설개선 방향 검토 연구,servc,32,조사·연구,국립국악원 예악당 기능 재정립 및 시설개선 방향 검토 연구,조사·연구,기타
R26BK01278116_000,전송형 전자영장 집행시스템 구축 감리 사업,servc,23,감리·컨설팅,전송형 전자영장 집행시스템 구축 감리 사업,감리·컨설팅,감리·컨설팅
R26BK01592032_000,대장지구 풍수해생활권 종합정비사업 폐기물처리용역,servc,26,폐기물처리,대장지구 풍수해생활권 종합정비사업 폐기물처리용역,폐기물처리,폐기물처리
R26BK01312113_000,"창녕-고암 건설폐기물(폐아스콘, 폐콘크리트, 혼합폐기물) 처리용역(1차)",servc,40,폐기물처리,창녕 고암 건설폐기물 폐아스콘 폐콘크리트 혼합폐기물 처리용역,폐기물처리,폐기물처리
R26BK01419631_000,2026년 산림유량관측 지점 단면 및 유량식 조사,servc,27,조사·연구,산림유량관측 지점 단면 및 유량식 조사,조사·연구,조사·연구
R26BK01541254_000,세계기록유산 새마을운동 기록물 순회전시,servc,21,행사·전시대행,세계기록유산 새마을운동 기록물 순회전시,행사·전시대행,IT시스템
R26BK01371564_000,2026년도 충청권 영농폐비닐 운송용역 1차,servc,24,기타,도 충청권 영농폐비닐 운송용역,운송·차량임차,기타
R26BK01332805_000,Agentic AI 기반 학습설계 및 진로성장 지원 플랫폼 구축 사업,servc,38,IT시스템,Agentic AI 기반 학습설계 및 진로성장 지원 플랫폼 구축 사업,IT시스템,IT시스템
R26BK01606051_000,안동기상대 청사 공간조성 사업,servc,16,기타,안동기상대 청사 공간조성 사업,기타,기타
R26BK01575306_000,중소기업 빅데이터플랫폼(SIMS) 활용 중소기업 정책분석 모형 및 방법론 개발,servc,43,조사·연구,중소기업 빅데이터플랫폼 SIMS 활용 중소기업 정책분석 모형 및 방법론 개발,조사·연구,IT시스템
R26BK01260970_000,2026년 농식품 소비자 패널조사 기반 소비트렌드 분석 연구 용역,servc,36,조사·연구,농식품 소비자 패널조사 기반 소비트렌드 분석 연구 용역,조사·연구,조사·연구
R26BK01557016_000,(용역)산불위험지도 제작,servc,13,조사·연구,용역 산불위험지도 제작,조사·연구,기타
R26BK01585213_000,2026 교통사고 줄이기 한마음대회 행사 대행업체 선정,servc,30,행사·전시대행,교통사고 줄이기 한마음대회 행사 대행업체 선정,행사·전시대행,행사·전시대행
R26BK01257764_000,2026년도 국회 뉴미디어 의정홍보 활성화 사업 운영,servc,29,홍보·콘텐츠,도 국회 뉴미디어 의정홍보 활성화 사업 운영,홍보·콘텐츠,행사·전시대행
R26BK01436505_000,2026년 공공데이터 중장기 개방이행 지원 컨설팅,servc,27,IT시스템,공공데이터 중장기 개방이행 지원 컨설팅,감리·컨설팅,IT시스템
R26BK01352854_000,홍천군 처리과 비전자기록물 정리 및 전수조사(4차)용역,servc,30,IT시스템,홍천군 처리과 비전자기록물 정리 및 전수조사 용역,기타,IT시스템
R26BK01293789_000,2026년 ICT 기반 보건소 만성질환관리 서비스 운영 지원 위탁용역,servc,38,조사·연구,ICT 기반 보건소 만성질환관리 서비스 운영 지원 위탁용역,기타,IT시스템
R26BK01637666_000,사이버테러 수사지원시스템 고도화,servc,17,IT시스템,사이버테러 수사지원시스템 고도화,IT시스템,IT시스템
R26BK01284274_000,26-31년 경기도북부청 정보통신서비스 사업자 선정 계약,servc,31,통신망,26 경기도북부청 정보통신서비스 사업자 선정 계약,통신망,통신망
R26BK01409805_000,2025년 기준 임산물생산조사(전수),servc,20,조사·연구,기준 임산물생산조사 전수,조사·연구,조사·연구
R26BK01258877_000,2026~2027년 국립부산과학관 전산장비 및 정보보안시스템 통합 유지관리 용역,servc,44,IT시스템,국립부산과학관 전산장비 및 정보보안시스템 통합 유지관리 용역,IT시스템,IT시스템
R26BK01481029_000,2026년도 금융공공데이터 개방확대 사업,servc,22,IT시스템,도 금융공공데이터 개방확대 사업,IT시스템,IT시스템
R26BK01435203_000,2026 ACC 사운드 랩 운영지원 및 결과발표회 개최 용역,servc,33,행사·전시대행,ACC 사운드 랩 운영지원 및 결과발표회 개최 용역,행사·전시대행,행사·전시대행
R26BK01327618_000,2026 유튜브 영상콘텐츠 제작 및 운영 용역,servc,25,홍보·콘텐츠,유튜브 영상콘텐츠 제작 및 운영 용역,홍보·콘텐츠,홍보·콘텐츠
R26BK01377028_000,2026년도 공모형 국민 공공외교 사업,servc,21,행사·전시대행,도 공모형 국민 공공외교 사업,기타,조사·연구
R26BK01619967_000,00부대 미활용주둔지 토양환경평가용역 계약의뢰,servc,25,기타,00부대 미활용주둔지 토양환경평가용역 계약의뢰,조사·연구,운송·차량임차
R26BK01438861_000,2026년 정보시스템 기능개발 통합 사업 감리 용역,servc,28,감리·컨설팅,정보시스템 기능개발 통합 사업 감리 용역,감리·컨설팅,감리·컨설팅
R26BK01472070_000,2025년도 동반성장지수 체감도조사 및 통계분석 용역,servc,29,조사·연구,도 동반성장지수 체감도조사 및 통계분석 용역,조사·연구,조사·연구
R26BK01373693_000,가상자산 통합분석시스템 구축 사업,servc,18,IT시스템,가상자산 통합분석시스템 구축 사업,IT시스템,IT시스템
R26BK01557539_000,영주시 홈페이지 기능 개선 및 고도화 용역,servc,23,IT시스템,영주시 홈페이지 기능 개선 및 고도화 용역,IT시스템,IT시스템
R26BK01305522_000,2026 재외동포 통일문화행사 기획 및 운영 용역,servc,27,행사·전시대행,재외동포 통일문화행사 기획 및 운영 용역,행사·전시대행,행사·전시대행
R26BK01376927_000,2026년 한국재정정보원 직원교육 위탁용역,servc,23,조사·연구,한국재정정보원 직원교육 위탁용역,기타,기타
R26BK01326267_000,2026년 산림복원지 사후 모니터링(산불피해지 복원),servc,29,조사·연구,산림복원지 사후 모니터링 산불피해지 복원,조사·연구,조사·연구
R26BK01527368_000,국가산불위험예보시스템 고도화(2차),servc,19,IT시스템,국가산불위험예보시스템 고도화,IT시스템,IT시스템
R26BK01311522_000,전시원 내 생태학적 유해인자 조사(3),servc,21,조사·연구,전시원 내 생태학적 유해인자 조사 3,조사·연구,조사·연구
R26BK01298551_000,해안선조사(영광 부근),servc,12,기타,해안선조사 영광 부근,조사·연구,조사·연구
R26BK01394781_000,2026년도 국외 판로개척 프로그램 운영 용역,servc,25,행사·전시대행,도 국외 판로개척 프로그램 운영 용역,기타,행사·전시대행
R26BK01405273_000,2026 우리 임산물 숲푸드 대축제 운영 대행,servc,25,행사·전시대행,우리 임산물 숲푸드 대축제 운영 대행,행사·전시대행,행사·전시대행
R26BK01360074_000,2026년 개도국 통계역량강화 사전타당성조사사업,servc,26,조사·연구,개도국 통계역량강화 사전타당성조사사업,조사·연구,조사·연구
R26BK01397284_000,외국인 유입 적정규모 산정 및 외국인 유입의 경제･사회적 영향 분석,servc,37,조사·연구,외국인 유입 적정규모 산정 및 외국인 유입의 경제 사회적 영향 분석,조사·연구,조사·연구
R26BK01394436_000,2026년 국가기후위기대응위원회 기후시민회의 숙의 운영,servc,30,조사·연구,국가기후위기대응위원회 기후시민회의 숙의 운영,조사·연구,행사·전시대행
R26BK01337110_000,선거기록관 확장형 영구기록관리시스템 구축 감리용역,servc,27,감리·컨설팅,선거기록관 확장형 영구기록관리시스템 구축 감리용역,감리·컨설팅,감리·컨설팅
R26BK01442512_000,유전자원 이용 현황 실태조사 및 ABS 이행강화 방안 연구(2026년),servc,39,조사·연구,유전자원 이용 현황 실태조사 및 ABS 이행강화 방안 연구,조사·연구,조사·연구
R26BK01385582_000,26년도 국방창업경진대회 행사 운영 위탁 용역,servc,25,행사·전시대행,도 국방창업경진대회 행사 운영 위탁 용역,행사·전시대행,행사·전시대행
R26BK01298209_000,2026년 연구용역(중규모 대류계 위험기상 발달 메커니즘 분석기술 개발(III) 계약,servc,47,기타,연구용역 중규모 대류계 위험기상 발달 메커니즘 분석기술 개발 III 계약,조사·연구,조사·연구
R26BK01555977_000,26년 국제 함정 기술 컨퍼런스 행사,servc,20,행사·전시대행,국제 함정 기술 컨퍼런스 행사,행사·전시대행,행사·전시대행
R26BK01498310_000,2026년 SW융합실태조사용역,servc,16,조사·연구,SW융합실태조사용역,조사·연구,조사·연구
R26BK01356437_000,2026년 중요기록물 전산화(DB구축) 및 전수조사 용역,servc,31,IT시스템,중요기록물 전산화 DB구축 및 전수조사 용역,IT시스템,IT시스템
R26BK01346785_000,파주시 지능정보사회 종합계획 수립 용역,servc,21,IT시스템,파주시 지능정보사회 종합계획 수립 용역,조사·연구,조사·연구
R25BK01069787_002,"전지,발전기및동력전달장치 임대서비스",servc,19,기타,전지 발전기및동력전달장치 임대서비스,기타,기타
R26BK01518399_000,피레스로이드계 살생물제품의 인체독성 상승효과 및 검증,servc,29,조사·연구,피레스로이드계 살생물제품의 인체독성 상승효과 및 검증,조사·연구,조사·연구
R26BK01355143_000,[중개] 상지 또는 체간 재활을 위한 지능형 전기자극 및 로봇 연동이 가능한 멀티 모달 중재시스템 중개연구 및 인허가,servc,65,조사·연구,상지 또는 체간 재활을 위한 지능형 전기자극 및 로봇 연동이 가능한 멀티 모달 중재시스템 중개연구 및 인허가,기타,조사·연구
R26BK01305851_000,디지털 안전관리 현장점검 위탁용역,servc,18,기타,디지털 안전관리 현장점검 위탁용역,IT시스템,기타
R26BK01275611_000,안전확인대상생활화학제품 안전ㆍ표시기준 효율화 방안 마련,servc,30,조사·연구,안전확인대상생활화학제품 안전ㆍ표시기준 효율화 방안 마련,조사·연구,조사·연구
R26BK01340169_000,소규모 식품업체 맞춤형 기술지원 서비스,servc,21,조사·연구,소규모 식품업체 맞춤형 기술지원 서비스,기타,기타
R26BK01514155_000,2026 세종학당 우수학습자 초청 연수 운영 용역,servc,27,기타,세종학당 우수학습자 초청 연수 운영 용역,행사·전시대행,행사·전시대행
R26BK01268927_000,26년 방위사업청 소식지 및 웹진 제작,servc,21,홍보·콘텐츠,방위사업청 소식지 및 웹진 제작,홍보·콘텐츠,홍보·콘텐츠
R26BK01512574_000,외국인종합안내센터(1345) 시스템 고도화사업,servc,25,IT시스템,외국인종합안내센터 1345 시스템 고도화사업,IT시스템,IT시스템
R26BK01628864_000,2026년 스마트도시 데이터 플랫폼 유지관리 용역,servc,27,IT시스템,스마트도시 데이터 플랫폼 유지관리 용역,IT시스템,IT시스템
R26BK01415191_000,2026~2028학년도(26.4월~28.3월) 용봉캠퍼스 의료폐기물 위탁처리 용역,servc,45,기타,학년도 26 4월 28 3월 용봉캠퍼스 의료폐기물 위탁처리 용역,폐기물처리,기타
R26BK01556145_000,2026년 한국민속대백과사전 제작,servc,18,홍보·콘텐츠,한국민속대백과사전 제작,홍보·콘텐츠,홍보·콘텐츠
R26BK01491399_000,가축분뇨 현황 및 환경오염 영향조사(Ⅵ),servc,22,조사·연구,가축분뇨 현황 및 환경오염 영향조사 Ⅵ,조사·연구,조사·연구
R26BK01455818_000,2026년 세종학당 교육자료 전시 및 홍보,servc,23,행사·전시대행,세종학당 교육자료 전시 및 홍보,홍보·콘텐츠,조사·연구
R26BK01273461_000,화장품 안전성 평가 기반 마련,servc,16,조사·연구,화장품 안전성 평가 기반 마련,기타,조사·연구
R25BK01248615_000,RISE사업 산학연협력 성과관리시스템 개발,servc,23,IT시스템,RISE사업 산학연협력 성과관리시스템 개발,IT시스템,IT시스템
R26BK01467407_000,수원시 탄소중립 그린도시 감축이행평가 및 탄소회계서비스 구축 용역,servc,36,IT시스템,수원시 탄소중립 그린도시 감축이행평가 및 탄소회계서비스 구축 용역,기타,IT시스템
R26BK01449679_000,2026년 상생결제 종합포털 유지보수 용역,servc,23,IT시스템,상생결제 종합포털 유지보수 용역,IT시스템,IT시스템
R26BK01424045_000,KTV 공공아카이브 포털(나누리) 고도화(재구축) 용역,servc,30,IT시스템,KTV 공공아카이브 포털 나누리 고도화 재구축 용역,IT시스템,IT시스템
R26BK01471394_000,제16차 한-아세안 교통협력포럼 행사 운영 대행,servc,26,행사·전시대행,한 아세안 교통협력포럼 행사 운영 대행,행사·전시대행,행사·전시대행
R26BK01598073_000,2026년 가족정보시스템 감리용역,servc,18,감리·컨설팅,가족정보시스템 감리용역,감리·컨설팅,감리·컨설팅
R26BK01582768_000,대학원 학사정보시스템 구축 사업  감리 및 개인정보영향평가,servc,32,감리·컨설팅,대학원 학사정보시스템 구축 사업 감리 및 개인정보영향평가,감리·컨설팅,감리·컨설팅
R26BK01555892_000,2026년도 기관 정보시스템 노후장비 교체 및 행정업무서비스 개선,servc,36,IT시스템,도 기관 정보시스템 노후장비 교체 및 행정업무서비스 개선,IT시스템,IT시스템
R26BK01323936_000,AI기반 해저지형 자료분석 및 활용,servc,19,기타,AI기반 해저지형 자료분석 및 활용,조사·연구,조사·연구
R25BK01238047_000,2026년 소상공인 마이데이터 운영 및 유지관리,servc,26,IT시스템,소상공인 마이데이터 운영 및 유지관리,IT시스템,IT시스템
R26BK01361011_000,2026년 공공저작물 시스템 운영 및 유지보수 용역,servc,28,IT시스템,공공저작물 시스템 운영 및 유지보수 용역,IT시스템,IT시스템
