bid_id,title,biz_div,title_len,tag,norm,llm,tfidf
R26BK01401638_000,돼지도체 품질평가장비 제작,thng,14,기타,돼지도체 품질평가장비 제작,실험·분석장비,IT·통신장비
R26BK01598097_000,경찰청 복제개선 겨울 외근점퍼 구매,thng,19,피복·군장품,경찰청 복제개선 겨울 외근점퍼 구매,피복·군장품,피복·군장품
R26BK01529330_000,의정부녹양2 노후승강기 교체공사 - 승객용엘리베이터 제작 및 교체설치,thng,38,운반·저장장비,의정부녹양2 노후승강기 교체공사 승객용엘리베이터 제작 및 교체설치,운반·저장장비,운반·저장장비
R26BK01474650_000,(조달총액) 신구로 빗물펌프장 원격감시제어시스템 제작구매 설치,thng,34,전기·수배전,조달총액 신구로 빗물펌프장 원격감시제어시스템 제작구매 설치,전기·수배전,전기·수배전
R26BK01628418_000,2026년 군 기어유 구매,thng,14,기타,군 기어유 구매,기타,기타
R26BK01500531_000,2026년도 수산방역 분석 소모품 구매(43품목),thng,27,의약품·백신,도 수산방역 분석 소모품 구매 43품목,시약·화학소모품,의약품·백신
R26BK01354835_000,2026년도 동해권역 부표류 계류용품 제조·구매,thng,26,기타,도 동해권역 부표류 계류용품 제조 구매,기타,차량·건설장비
R26BK01360065_000,26년 육군 서류함 제조,thng,13,가구·침구,육군 서류함 제조,가구·침구,운반·저장장비
R26BK01428279_000,부산명지 A-5BL 아파트 전기공사 2공구 지급자재(LED 조명기구) 제작 및 납품,thng,46,전기·수배전,부산명지 A 5BL 아파트 전기공사 2공구 지급자재 LED 조명기구 제작 및 납품,전기·수배전,전기·수배전
R26BK01449681_000,"실험실습기자재(산화갈륨 MOCVD, 특이소요 반도체) 구매",thng,32,산업·정밀기계,실험실습기자재 산화갈륨 MOCVD 특이소요 반도체 구매,산업·정밀기계,산업·정밀기계
R26BK01283259_000,손목시계,thng,4,기타,손목시계,기타,토목·건설자재
R26BK01464496_000,육군 전투복 제조 다년계약,thng,14,피복·군장품,육군 전투복 제조 다년계약,피복·군장품,피복·군장품
R26BK01459607_000,26년 수색구조용 중형헬기(1대) 구매,thng,21,차량·건설장비,수색구조용 중형헬기 1대 구매,차량·건설장비,차량·건설장비
R26BK01523834_000,"우수조달물품(2025179, 작업용의자) 제3자단가계약",thng,30,가구·침구,우수조달물품 179 작업용의자 제3자단가계약,가구·침구,가구·침구
R26BK01355860_000,"우수조달물품(2025106, 금속기둥) 제3자단가계약",thng,29,토목·건설자재,우수조달물품 106 금속기둥 제3자단가계약,기타,가구·침구
R26BK01537615_000,"2026년 (육군) 초음파진단기(사단용, 병원용) 구매",thng,30,의료장비,육군 초음파진단기 사단용 병원용 구매,의료장비,의료장비
R26BK01514011_000,[26기자재확충-특이-11] 공과대학 벡터신호발생기,thng,28,실험·분석장비,공과대학 벡터신호발생기,실험·분석장비,실험·분석장비
R26BK01318468_000,26년 육군 무릎덮개 제조,thng,14,기타,육군 무릎덮개 제조,피복·군장품,의료장비
R26BK01569133_000,[긴급]경북의대RISE사업단 유세포분석기 구매,thng,25,실험·분석장비,경북의대RISE사업단 유세포분석기 구매,실험·분석장비,실험·분석장비
R26BK01331369_000,액화수소 신뢰성센터 구축사업 신뢰성 시험설비 10종 시험설비 구매,thng,36,실험·분석장비,액화수소 신뢰성센터 구축사업 신뢰성 시험설비 10종 시험설비 구매,산업·정밀기계,실험·분석장비
R26BK01566704_000,제주종합경기장 실내수영장 2급 공인경기장 유지 필요 물품 구입,thng,34,기타,제주종합경기장 실내수영장 2급 공인경기장 유지 필요 물품 구입,기타,기타
R26BK01506163_000,2026년도 실험실습기자재 확충사업 [오실로스코프] 구입,thng,31,실험·분석장비,도 실험실습기자재 확충사업 구입,실험·분석장비,실험·분석장비
R26BK01504497_000,26년 전군 인식표 및 인식표줄 제조,thng,20,기타,전군 인식표 및 인식표줄 제조,피복·군장품,기타
R26BK01338840_000,(조달)청주(정) 고도정수처리시설 설치사업 관급자재(강이형관 3차) 구매,thng,40,공조·냉난방,조달 청주 정 고도정수처리시설 설치사업 관급자재 강이형관 구매,공조·냉난방,공조·냉난방
R26BK01582536_000,맨홀펌프장13개소원격감시제어시스템구축공사 계장제어장치 구매설치,thng,34,전기·수배전,맨홀펌프장13개소원격감시제어시스템구축공사 계장제어장치 구매설치,전기·수배전,전기·수배전
R26BK01256610_000,고덕 3-2공구 조성공사-혼합골재,thng,18,토목·건설자재,고덕 3 2공구 조성공사 혼합골재,토목·건설자재,토목·건설자재
R26BK01285962_000,부산대학교 공용 소프트웨어(MS OVS-ES 외 5종) 라이선스 임대,thng,38,IT·통신장비,부산대학교 공용 소프트웨어 MS OVS ES 외 5종 라이선스 임대,IT·통신장비,IT·통신장비
R26BK01598487_000,남양주왕숙 A-1BL 아파트 전기공사 1공구 - 디젤발전기,thng,32,발전·전지,남양주왕숙 A 1BL 아파트 전기공사 1공구 디젤발전기,발전·전지,발전·전지
R26BK01553016_000,2026년도 실험실습기자재 확충사업 고가[원소 분석기] 구매,thng,33,실험·분석장비,도 실험실습기자재 확충사업 고가 구매,실험·분석장비,실험·분석장비
R26BK01545904_000,2026학년도 실험동물센터 기자재 구매(청정작업대),thng,28,실험·분석장비,학년도 실험동물센터 기자재 구매 청정작업대,실험·분석장비,산업·정밀기계
R26BK01318515_000,태백 노인요양시설 신축공사 관급자재(전열교환기) 구매설치,thng,31,공조·냉난방,태백 노인요양시설 신축공사 관급자재 전열교환기 구매설치,공조·냉난방,공조·냉난방
R26BK01340958_000,2026년 수문조사 통신시설 개선 장비 구매 설치,thng,27,안전·보안장비,수문조사 통신시설 개선 장비 구매 설치,안전·보안장비,안전·보안장비
R26BK01349322_000,26년 육군 종이테이프 제조,thng,15,기타,육군 종이테이프 제조,인쇄·사인물,기타
R26BK01519802_000,육군 상업용 세탁기 건조기 구매(2차),thng,21,환경·수처리설비,육군 상업용 세탁기 건조기 구매,운반·저장장비,환경·수처리설비
R26BK01506524_000,2026년 공군 요소수 조달,thng,15,기타,공군 요소수 조달,시약·화학소모품,기타
R26BK01548621_000,네트워크 장비 등 지역 AI 활용 인프라 10종 구매,thng,29,IT·통신장비,네트워크 장비 등 지역 AI 활용 인프라 10종 구매,IT·통신장비,IT·통신장비
R26BK01503499_000,하남시청 본관 로비 및 대회의실 LED 전광판 구매설치,thng,30,인쇄·사인물,하남시청 본관 로비 및 대회의실 LED 전광판 구매설치,인쇄·사인물,인쇄·사인물
R26BK01262109_000,용인일반산업단지 공공폐수처리시설 관급자재(수격방지기),thng,29,공조·냉난방,용인일반산업단지 공공폐수처리시설 관급자재 수격방지기,환경·수처리설비,운반·저장장비
R26BK01518712_000,"(관급자재, 쇄석골재) 영산강 나주1지구 하천환경정비사업 3차",thng,34,토목·건설자재,관급자재 쇄석골재 영산강 나주1지구 하천환경정비사업,토목·건설자재,토목·건설자재
R26BK01563990_000,한국폴리텍대학 진주캠퍼스 뿌리산업센터 스마트공장실습장치 구입,thng,33,전시·교육기자재,한국폴리텍대학 진주캠퍼스 뿌리산업센터 스마트공장실습장치 구입,전시·교육기자재,전시·교육기자재
R26BK01360372_000,2026년 디지털포렌식 SW 도구 라이선스 갱신 및 도입,thng,31,IT·통신장비,디지털포렌식 SW 도구 라이선스 갱신 및 도입,IT·통신장비,IT·통신장비
R26BK01415088_000,2026년 의무장비(근전도기) 구매,thng,19,의료장비,의무장비 근전도기 구매,의료장비,의료장비
R26BK01329169_000,2026년 해양관측부이 유지관리 물품 구매,thng,23,실험·분석장비,해양관측부이 유지관리 물품 구매,기타,실험·분석장비
R26BK01557677_000,예비처리장 침사수집기 2호기 제작·설치,thng,21,환경·수처리설비,예비처리장 침사수집기 2호기 제작 설치,환경·수처리설비,환경·수처리설비
R26BK01412495_000,수질오염 통합방제센터 구축사업 관급자재(고강도 콘크리트 말뚝),thng,34,토목·건설자재,수질오염 통합방제센터 구축사업 관급자재 고강도 콘크리트 말뚝,토목·건설자재,토목·건설자재
R26BK01499620_000,2026년 지능형 스마트도시 안전시스템 구축 물품 구매,thng,30,인쇄·사인물,지능형 스마트도시 안전시스템 구축 물품 구매,안전·보안장비,기타
R26BK01423541_000,하이브리드용 중간기어상자 성능시험장비 제작,thng,23,실험·분석장비,하이브리드용 중간기어상자 성능시험장비 제작,산업·정밀기계,실험·분석장비
R26BK01460600_000,보존과학 기자재(라만분광분석기) 구매,thng,20,실험·분석장비,보존과학 기자재 라만분광분석기 구매,실험·분석장비,실험·분석장비
R26BK01395180_000,2026년 경찰 복합화재대피마스크 구매,thng,21,안전·보안장비,경찰 복합화재대피마스크 구매,안전·보안장비,기타
R26BK01638971_000,"서창안산 확장공사 2공구 순환아스콘 9,774톤 제조구매",thng,31,토목·건설자재,서창안산 확장공사 2공구 순환아스콘 9 774톤 제조구매,토목·건설자재,토목·건설자재
R26BK01438082_000,26-27년 작전지휘차 제조,thng,15,차량·건설장비,26 작전지휘차 제조,차량·건설장비,차량·건설장비
R26BK01415895_000,(조달위탁)청주(정) 고도정수처리시설 설치사업 버터플라이밸브(GAC동) 제조구매,thng,44,공조·냉난방,조달위탁 청주 정 고도정수처리시설 설치사업 버터플라이밸브 GAC동 제조구매,공조·냉난방,공조·냉난방
R26BK01370680_000,AI기반 침해대응체계 구축을 위한 GPU 서버 도입,thng,28,IT·통신장비,AI기반 침해대응체계 구축을 위한 GPU 서버 도입,IT·통신장비,IT·통신장비
R26BK01504438_000,교정본부 전국 수인호송버스 제작의뢰,thng,19,차량·건설장비,교정본부 전국 수인호송버스 제작의뢰,차량·건설장비,차량·건설장비
R26BK01275802_000,생분자반응분석기,thng,8,실험·분석장비,생분자반응분석기,실험·분석장비,실험·분석장비
R26BK01533183_000,"2026년 전투식량(발열-22형, 7식단) 제조",thng,26,식품·급식,전투식량 발열 22형 7식단 제조,식품·급식,식품·급식
R26BK01348144_000,국립과천과학관 빙축열냉동기 교체공사 관급물품 구매,thng,27,공조·냉난방,국립과천과학관 빙축열냉동기 교체공사 관급물품 구매,공조·냉난방,공조·냉난방
R26BK01340950_000,"반포, 서초빗물펌프장 노후 자동제어설비 제작구매설치",thng,28,전기·수배전,반포 서초빗물펌프장 노후 자동제어설비 제작구매설치,전기·수배전,전기·수배전
R26BK01557989_000,해군 오실로스코프(1GHz) 구매,thng,18,실험·분석장비,해군 오실로스코프 1GHz 구매,실험·분석장비,의약품·백신
R26BK01368777_000,역곡하수처리시설 1단계 총인처리 여과막설비(MDF) C호기 부품구매설치,thng,39,환경·수처리설비,역곡하수처리시설 1단계 총인처리 여과막설비 MDF C호기 부품구매설치,환경·수처리설비,환경·수처리설비
R26BK01295421_000,(협상)(장기계속)용인Farm&Forest타운 모듈러 주택(빌라형일반) 제조구매,thng,44,토목·건설자재,협상 장기계속 용인Farm Forest타운 모듈러 주택 빌라형일반 제조구매,가구·침구,토목·건설자재
R26BK01372096_000,2026년도 우체국 보급형 카트리지 단가계약,thng,24,기타,도 우체국 보급형 카트리지 단가계약,인쇄·사인물,인쇄·사인물
R26BK01497361_000,송산그린시티 서측지구 1단계 제3공구 조성공사(3차년도) 관급자재(쇄석골재) 구매(3차),thng,49,토목·건설자재,송산그린시티 서측지구 1단계 제3공구 조성공사 년도 관급자재 쇄석골재 구매,토목·건설자재,토목·건설자재
R26BK01302530_000,수산생물 방역업무 분석시약 및 소모품 구입,thng,23,시약·화학소모품,수산생물 방역업무 분석시약 및 소모품 구입,시약·화학소모품,시약·화학소모품
R26BK01557416_000,의료기술시험연수원 영상저장전송시스템 구매,thng,22,의료장비,의료기술시험연수원 영상저장전송시스템 구매,의료장비,의료장비
R26BK01424738_000,건강보험 빅데이터 분석센터 제로클라이언트 PC도입,thng,27,IT·통신장비,건강보험 빅데이터 분석센터 제로클라이언트 PC도입,IT·통신장비,IT·통신장비
R26BK01470932_000,0.5 루베급 흑연화로 구축 사업,thng,18,실험·분석장비,0 5 루베급 흑연화로 구축 사업,산업·정밀기계,IT·통신장비
R26BK01491329_000,공사용자재(개질아스콘) 구매 (김포공항 고가도로 및 지하차도 보수보강공사),thng,41,토목·건설자재,공사용자재 개질아스콘 구매 김포공항 고가도로 및 지하차도 보수보강공사,토목·건설자재,토목·건설자재
R26BK01377619_000,한국천문연구원 탐사과학운영실 케플러 및 공공우주정보 시현용 영상표출장치 구매,thng,42,기타,한국천문연구원 탐사과학운영실 케플러 및 공공우주정보 시현용 영상표출장치 구매,전시·교육기자재,기타
R26BK01352784_000,(조달위탁)청주(정) 고도정수처리시설 설치사업 버터플라이밸브(오존동) 제조구매,thng,43,공조·냉난방,조달위탁 청주 정 고도정수처리시설 설치사업 버터플라이밸브 오존동 제조구매,공조·냉난방,공조·냉난방
20181007886_005,살균제,thng,3,시약·화학소모품,살균제,시약·화학소모품,토목·건설자재
R26BK01397012_000,해군 압축성형기 제조 납품,thng,14,산업·정밀기계,해군 압축성형기 제조 납품,산업·정밀기계,산업·정밀기계
R26BK01605364_000,26년 해군 대형굴착기 차륜형,thng,16,기타,해군 대형굴착기 차륜형,차량·건설장비,기타
R26BK01655386_000,한국폴리텍대학 신기술교육원 피지컬AI리빙센터 시스템 내자 구매,thng,34,산업·정밀기계,한국폴리텍대학 신기술교육원 피지컬AI리빙센터 시스템 내자 구매,IT·통신장비,전시·교육기자재
R26BK01444855_000,열펌프,thng,3,공조·냉난방,열펌프,공조·냉난방,공조·냉난방
R26BK01586887_000,경기도청 옛청사 구관 사무환경개선사업 기계 관급자재(냉난방기-GHP)구매,thng,40,공조·냉난방,경기도청 옛청사 구관 사무환경개선사업 기계 관급자재 냉난방기 GHP 구매,공조·냉난방,공조·냉난방
R26BK01635264_000,2026년 오산권 임대주택 조명기구 교체공사-LED실내조명등,thng,33,전기·수배전,오산권 임대주택 조명기구 교체공사 LED실내조명등,전기·수배전,전기·수배전
R26BK01509249_000,2026년 경비함정 SSPA레이다 구매·교체 설치 계약,thng,30,안전·보안장비,경비함정 SSPA레이다 구매 교체 설치 계약,안전·보안장비,안전·보안장비
R26BK01605394_000,의왕청계2 A-1BL 아파트 전기공사 1공구-태양광발전장치,thng,32,발전·전지,의왕청계2 A 1BL 아파트 전기공사 1공구 태양광발전장치,발전·전지,발전·전지
R25BK01119940_001,하체근력강화기외 12종,thng,12,기타,하체근력강화기외 12종,의료장비,차량·건설장비
R26BK01357480_000,26년 블랙박스(외부) 제조,thng,15,차량·건설장비,블랙박스 외부 제조,안전·보안장비,차량·건설장비
R26BK01482487_000,2026 광대역 자가통신망 노후장비 고도화 사업,thng,26,IT·통신장비,광대역 자가통신망 노후장비 고도화 사업,IT·통신장비,IT·통신장비
R26BK01491408_000,평림 대평 하수관로 설치사업(1차분) 관급자재(GRP맨홀펌프장 및 부관),thng,40,토목·건설자재,평림 대평 하수관로 설치사업 관급자재 GRP맨홀펌프장 및 부관,환경·수처리설비,토목·건설자재
R26BK01268162_000,고융점 금속 전자빔 증착기,thng,14,산업·정밀기계,고융점 금속 전자빔 증착기,산업·정밀기계,산업·정밀기계
R26BK01408361_000,"실험실습기자재(냉동조직절편기, 특이소요 일반) 구매",thng,28,실험·분석장비,실험실습기자재 냉동조직절편기 특이소요 일반 구매,실험·분석장비,의료장비
R26BK01631640_000,26년 해군 3단 진압봉 제조,thng,16,안전·보안장비,해군 3단 진압봉 제조,안전·보안장비,안전·보안장비
R26BK01556240_000,26년~27년 함정유류(경유) 구매,thng,19,기타,함정유류 경유 구매,기타,기타
R26BK01292402_000,2026년도 공용소프트웨어(MS OVS-ES) 연간 사용권 구매,thng,35,IT·통신장비,도 공용소프트웨어 MS OVS ES 연간 사용권 구매,IT·통신장비,IT·통신장비
R26BK01431257_000,(관급자재)여수 화태-백야(2공구) 도로건설공사-레미콘(총액),thng,34,토목·건설자재,관급자재 여수 화태 백야 2공구 도로건설공사 레미콘,토목·건설자재,토목·건설자재
R26BK01435501_000,2026년 디지털과 디지털증거물 분석도구 라이선스 구매,thng,30,IT·통신장비,디지털과 디지털증거물 분석도구 라이선스 구매,IT·통신장비,IT·통신장비
R26BK01416892_000,용인일반산업단지 공공폐수처리시설 관급자재(GHP 냉난방기),thng,32,공조·냉난방,용인일반산업단지 공공폐수처리시설 관급자재 GHP 냉난방기,공조·냉난방,공조·냉난방
R26BK01271557_000,프린터또는복사기용지외 1종,thng,14,기타,프린터또는복사기용지외 1종,인쇄·사인물,산업·정밀기계
R26BK01547515_000,와룡-법전(7차) 관급(레미콘총액) 구매,thng,22,토목·건설자재,와룡 법전 관급 레미콘총액 구매,토목·건설자재,토목·건설자재
R26BK01439361_000,중부지방해양경찰청 청사 신축공사 관급자재(파일) 구매,thng,29,토목·건설자재,중부지방해양경찰청 청사 신축공사 관급자재 파일 구매,토목·건설자재,토목·건설자재
R26BK01577712_000,[관급]소규모 가압장 원격감시시스템 구축 공사-계측 제어,thng,31,전기·수배전,소규모 가압장 원격감시시스템 구축 공사 계측 제어,전기·수배전,실험·분석장비
R26BK01453400_000,국립대구과학관 어린이 놀이시설 제작·설치,thng,22,기타,국립대구과학관 어린이 놀이시설 제작 설치,전시·교육기자재,전시·교육기자재
R26BK01419459_000,하남시 어린이도서관 건립 영상미디어센터 관급자재(LED 전광판) 구매 설치,thng,41,인쇄·사인물,하남시 어린이도서관 건립 영상미디어센터 관급자재 LED 전광판 구매 설치,인쇄·사인물,인쇄·사인물
R26BK01629095_000,26~28년 공군 대형버스(45인승),thng,20,차량·건설장비,26 공군 대형버스 45인승,차량·건설장비,차량·건설장비
R26BK01355265_000,호남고속철도 2단계(고막원~목포) 제1공구 노반신설 기타공사 고강도레미콘 제조구매,thng,45,토목·건설자재,호남고속철도 2단계 고막원 목포 제1공구 노반신설 기타공사 고강도레미콘 제조구매,토목·건설자재,토목·건설자재
R26BK01326314_000,26년 지게차(6000파운드) 제조,thng,19,운반·저장장비,지게차 6000파운드 제조,운반·저장장비,운반·저장장비
R26BK01450579_000,26-27년 고무보트(7인승) 제조,thng,19,차량·건설장비,26 고무보트 7인승 제조,차량·건설장비,차량·건설장비
R26BK01524478_000,송도11-1공구 기반시설 건설공사(3구역) 관급자재(디자인형울타리) 구매,thng,40,토목·건설자재,송도11 1공구 기반시설 건설공사 3구역 관급자재 디자인형울타리 구매,토목·건설자재,토목·건설자재
R26BK01383226_000,EDC 3-2공구 지급자재(순환아스콘) 구매 - 도로부,thng,30,토목·건설자재,EDC 3 2공구 지급자재 순환아스콘 구매 도로부,토목·건설자재,토목·건설자재
R26BK01502788_000,한림종합운동장 론볼경기장 관급자재(인조잔디) 구매 설치,thng,30,토목·건설자재,한림종합운동장 론볼경기장 관급자재 인조잔디 구매 설치,토목·건설자재,토목·건설자재
R26BK01438757_000,신연초등학교 다목적강당 및 시청각실 무대장치 제작 설치,thng,30,토목·건설자재,신연초등학교 다목적강당 및 시청각실 무대장치 제작 설치,전시·교육기자재,토목·건설자재
R26BK01619047_000,2026년 국립춘천박물관 상설전시실 강원의 고대 전시환경 개선,thng,34,전시·교육기자재,국립춘천박물관 상설전시실 강원의 고대 전시환경 개선,전시·교육기자재,전시·교육기자재
20190719956_009,화장실칸막이,thng,6,토목·건설자재,화장실칸막이,기타,공조·냉난방
R26BK01294329_000,타이어 트레드 컴파운드 시험기,thng,16,실험·분석장비,타이어 트레드 컴파운드 시험기,산업·정밀기계,실험·분석장비
R26BK01603101_000,AI기반 고성능 DB 서버,thng,14,IT·통신장비,AI기반 고성능 DB 서버,IT·통신장비,IT·통신장비
R26BK01309964_000,공주 수촌리 고분군 방문자센터 전시 및 해설 안내 콘텐츠 제작 설치 사업,thng,40,전시·교육기자재,공주 수촌리 고분군 방문자센터 전시 및 해설 안내 콘텐츠 제작 설치 사업,전시·교육기자재,전시·교육기자재
R26BK01564828_000,2026년 한국예술영재교육원 교육용 악기(피아노) 구매,thng,30,전시·교육기자재,한국예술영재교육원 교육용 악기 피아노 구매,전시·교육기자재,기타
R26BK01321508_000,소방노즐 5종 제조,thng,10,안전·보안장비,소방노즐 5종 제조,안전·보안장비,안전·보안장비
R26BK01572594_000,시설공사(경북도청하수2단계) 관급자재(기타수질분석기) 구매,thng,32,실험·분석장비,시설공사 경북도청하수2단계 관급자재 기타수질분석기 구매,실험·분석장비,실험·분석장비
R26BK01507276_000,한국폴리텍대학 남인천캠퍼스 교육훈련장비(ACB실습장치 등 14종) 구매,thng,39,전시·교육기자재,한국폴리텍대학 남인천캠퍼스 교육훈련장비 ACB실습장치 등 14종 구매,전시·교육기자재,전시·교육기자재
R26BK01536760_000,2026년도 실험실습기자재 확충사업 [입도 및 제타전위 측정기] 구입,thng,38,실험·분석장비,도 실험실습기자재 확충사업 구입,실험·분석장비,실험·분석장비
20160342075_005,수목보호용지지대,thng,8,토목·건설자재,수목보호용지지대,기타,안전·보안장비
R26BK01588352_000,해군 보조선용 표면레이더 구매,thng,16,안전·보안장비,해군 보조선용 표면레이더 구매,안전·보안장비,실험·분석장비
R26BK01647885_000,한국폴리텍대학 울산캠퍼스 개편 학과(전기과) 교육훈련장비 2차(건물에너지관리장비 등 5종) 구매,thng,53,전시·교육기자재,한국폴리텍대학 울산캠퍼스 개편 학과 전기과 교육훈련장비 건물에너지관리장비 등 5종 구매,전기·수배전,전시·교육기자재
R26BK01575047_000,해돋이공연장 SR설비 교체,thng,14,기타,해돋이공연장 SR설비 교체,전기·수배전,전기·수배전
R26BK01558897_000,2026년 실험실습기자재(고가) 구매(유기금속화학증착장비 1종 1점),thng,38,산업·정밀기계,실험실습기자재 고가 구매 유기금속화학증착장비 1종 1점,산업·정밀기계,산업·정밀기계
R26BK01428358_000,상반회전 추진기 추진시험을 위한 자항 설비 제작,thng,26,실험·분석장비,상반회전 추진기 추진시험을 위한 자항 설비 제작,기타,실험·분석장비
R26BK01365034_000,평택우체국 관급자재 화물용엘리베이트 제작 및 설치,thng,27,운반·저장장비,평택우체국 관급자재 화물용엘리베이트 제작 및 설치,운반·저장장비,운반·저장장비
R26BK01553021_000,2026년도 실험실습기자재 확충사업 [분광 유세포분석기] 구입,thng,34,실험·분석장비,도 실험실습기자재 확충사업 구입,실험·분석장비,실험·분석장비
R26BK01431263_000,국가하천 배수문 노후 원격감시제어반 교체사업(프로세스 제어반),thng,34,실험·분석장비,국가하천 배수문 노후 원격감시제어반 교체사업 프로세스 제어반,전기·수배전,전기·수배전
R26BK01476972_000,어린이대공원 놀이동산 노후 수·배전반 구매설치,thng,25,전기·수배전,어린이대공원 놀이동산 노후 수 배전반 구매설치,전기·수배전,전기·수배전
20240626471_003,사원복외 4종,thng,7,안전·보안장비,사원복외 4종,피복·군장품,피복·군장품
R26BK01284437_000,2026년도 공무용 차량(대형승합) 구입,thng,22,차량·건설장비,도 공무용 차량 대형승합 구입,차량·건설장비,차량·건설장비
