bid_id,title,biz_div,title_len
R26BK01258889_000,해양경찰청 유선 네트워크망 고도화(회선사업자 선정) 사업,servc,31
R26BK01258944_000,공공배달앱「배달모아」 운영관리 용역,servc,19
R26BK01259138_000,2026년 기상관측선 선박종합정비 및 환경개선 용역,servc,28
R26BK01259393_000,2026년 경남관광 홍보 SNS 운영 사업,servc,23
R26BK01259408_000,2026~2028년 연직바람관측장비(WPR)유지관리용역,servc,30
R26BK01259492_000,2026년 PC/네트워크/보안장비 유지관리,servc,23
R26BK01259537_000,도시침수 예측모형 구축 및 종합계획 수립,servc,22
R26BK01259560_000,전송형 전자영장 집행시스템 구축사업,servc,19
R26BK01259579_000,2026학년도 국립부경대학교 용당캠퍼스 청소 용역,servc,27
R26BK01259589_000,(장기계속)아크릴계 열가소성 블레이드 재활용 기술 용역,servc,30
R26BK01259615_000,항로표지 관리운영시스템 유지관리용역,servc,19
R26BK01259722_000,2026년 용인행정 디지털트윈 플랫폼 유지관리 용역,servc,28
R26BK01259831_000,25회계연도 국가재무제표 작성 지원 및 중간점검을 위한 「국가회계결산지원단」 구성.운영,servc,48
R26BK01259842_000,2026년도 재난·안전 R&D 정보포털 유지관리 사업,servc,29
R26BK01259851_000,"상용SW 제3자단가계약((주)와우스, 스마트고시공고솔루션V1(커스터마이징))",servc,42
R26BK01259975_000,2026년 국가대체자료종합목록 구축 및 품질관리 사업,servc,29
R26BK01259984_000,2026년 통합 주차관제시스템 유지보수 용역 [긴급],servc,29
R26BK01260010_000,2026년 실용 통계교육 활성화 사업,servc,20
R26BK01260021_000,2026년 아동수당 제도개편에 따른 사회보장정보시스템 기능개선,servc,34
R26BK01260032_000,경북대학교(상주캠퍼스) 무인전자경비용역,servc,21
R26BK01260050_000,해외 생물다양성 조사 및 소재확보-동남아시아 국가(2026년),servc,34
R26BK01260063_000,26년 3D수법영상 촬영장비 유지관리,servc,20
R26BK01260070_000,2026년 ICT 국가표준 연구·개발 용역,servc,23
R26BK01260170_000,조류신호·항로표지 관리운영시스템 유지보수용역,servc,24
R26BK01260291_000,2026년 직원 마음건강 프로그램  마음쉼터 운영,servc,27
R26BK01260299_000,신규 황사발원모듈의 현업모델 적용 연구,servc,21
R26BK01260320_000,2026년도 한국고전총간(영인) 조판 및 원문 입력사업,servc,30
R26BK01260327_000,26년도 시험검사장비(그룹C) 사후관리(주식회사 시마즈 사이언티픽 코리아),servc,41
R26BK01260348_000,2026 통일부 정책홍보 온라인 위탁사업,servc,22
R26BK01260405_000,2026년도 재생에너지 실증지역 기상관측장비 유지보수·관리 용역,servc,35
R26BK01260414_000,2026년 세종한국어평가(SKA) 출제,servc,21
R26BK01260458_000,26년도 시험검사장비(그룹C) 사후관리(써모피셔사이언티픽코리아),servc,35
R26BK01260465_000,"상용SW 제3자단가계약((주)하람아이, Teaming Hi 5(커스터마이징))",servc,43
R26BK01260479_000,2026년 전산장비 및 정보보안 운영지원 사업,servc,25
R26BK01260531_000,2026년 오픈소스SW 활용지원 용역,servc,20
R26BK01260564_000,"[정책,006] 청소년건강패널조사(2026)",servc,24
R26BK01260576_000,2026년 부동산종합공부 자료정비시스템 운영 및 사업지원 용역,servc,34
R26BK01260582_000,26-F-연습용 워게임모델 성능개량 유지보수,servc,24
R26BK01260587_000,프라임칼리지 학사학위과정 등록금 등 전자결제대행(PG) 용역사업,servc,35
R26BK01260615_000,5차년도 빅데이터AI플랫폼 아이톡톡 구축 감리 용역,servc,28
R26BK01260619_000,지방세입정보시스템 자치단체 통합 개인정보영향평가,servc,26
R26BK01260657_000,2026년 내부정보시스템 유지관리,servc,18
R26BK01260755_000,R-MediaEngine v2.0(유지관리)_제3자(파인),servc,32
R26BK01260765_000,R-MediaEngine v2.0(커스터마이징)_제3자(파인),servc,34
R26BK01260770_000,SW 3자단가(R-Control v2.0 (유지관리) (주)파인),servc,36
R26BK01260773_000,SW 3자단가(R-Control v2.0 (커스터마이징) (주)파인),servc,38
R26BK01260818_000,26년도 시험검사장비(그룹C) 사후관리(주식회사 피크만에스피),servc,34
R26BK01260829_000,2026년 행정전자서명 인증시스템 등 운영 및 유지관리,servc,30
R26BK01260847_000,2026~2027학년도 부산대학교 정보시스템 통합유지관리 용역사업,servc,36
R26BK01260870_000,과학기술정책연구원 기관장 운전기사 파견 용역(2년),servc,28
R26BK01260904_000,2026년 나이스 기술지원센터 운영,servc,19
R26BK01260910_000,제9회 전국동시지방선거 우편투표함 등 보관장소 CCTV 설치운영사업,servc,37
R26BK01260949_000,2026년 국가등록문화유산(시설물 분야) 및 근대사적 정기조사,servc,34
R26BK01260955_000,2026년 관세청 홈페이지 유지관리,servc,19
R26BK01260970_000,2026년 농식품 소비자 패널조사 기반 소비트렌드 분석 연구 용역,servc,36
R26BK01260997_000,2025년도 기타공공기관 경영실적 평가 및 2026~2027년도 경영평가편람 마련 등 위탁용역,servc,52
R26BK01261022_000,지능형교통체계(ITS) 유지관리 용역(2026~2027년),servc,32
R26BK01261039_000,데이터 기반 스마트농업 확산 지원 PMO 사업,servc,25
R26BK01261121_000,2026년 정책홍보지원시스템 위탁운영,servc,20
R26BK01261127_000,26년도 시험검사장비(그룹C) 사후관리(워터스코리아),servc,29
R26BK01261128_000,2026년 여성폭력방지정책 전략센터 운영,servc,22
R26BK01261147_000,26년도 시험검사장비(그룹C) 사후관리(퍼킨엘머코리아 유한회사),servc,35
R26BK01261157_000,AI 기반 자기주도 학습‧성장 서비스 구축,servc,23
R26BK01261158_000,2026년도 동해지방해양경찰청 선박교통관제(VTS)시설 유지보수용역,servc,37
R26BK01261188_000,남해경찰서 이전 신축공사 설계용역업체 선정계획,servc,25
R26BK01261224_000,2026년 국토이용정보 통합플랫폼(KLIP) 운영 및 유지관리,servc,34
R26BK01261554_000,우수 상용품 시범사용 연구 및 위탁운영,servc,21
R26BK01261563_000,동삭동 행정복지센터 및 동삭도서관 건립 건설사업관리 용역,servc,31
R26BK01261600_000,2026년 우수재활용제품(GR)인증 지원사업,servc,24
R26BK01261614_000,임대리츠 공급확대 및 운영 고도화 연구용역,servc,23
R26BK01261631_000,제2차 어선안전조업 기본계획 수립 연구 용역,servc,24
R26BK01261670_000,2026년 행정데이터 공유활용 시스템 유지관리,servc,25
R26BK01261678_000,2026-2027년 IT인프라·정보보안 통합 운영·유지보수,servc,32
R26BK01261685_000,대구보훈병원 서관동 증축사업(폐기물 용역),servc,23
R26BK01261691_000,26년 맞춤형 석사과정(공공갈등정보학과) 운영,servc,25
R26BK01261696_000,한국출판문화산업진흥원 정보시스템 통합 유지관리 용역,servc,28
R26BK01261726_000,2026년 국가법령정보서비스 유지보수 사업,servc,23
R26BK01261740_000,2026년 어선안전조업관리시스템 유지보수,servc,22
R26BK01261749_000,국가재무제표 결산검사 업무보조 용역(1분류),servc,24
R26BK01261756_000,2026년~2027년 산림 사이버안전센터 보안관제 위탁 운영,servc,33
R26BK01261776_000,2026년 국유림관리시스템 운영 및 유지관리,servc,24
R26BK01261802_000,2026~2027년 한국바로알림서비스 정보시스템 유지운영,servc,31
R26BK01261842_000,2026년 중소사업자 안전조치 모니터링,servc,21
R26BK01261850_000,2026~2027년 기후변화 영향예측 적응연구동 기반시설 유지관리 용역,servc,39
R26BK01261881_000,2026학년도 인천운남초등학교 통근버스 운행용역,servc,26
R26BK01261907_000,2026년도 시정소식지 아름다운 경주이야기 발행 용역,servc,29
R26BK01261948_000,출입국이민행정 대민포털 개편을 위한 ISMP수립 사업,servc,29
R26BK01261983_000,2026년 디지털정부인증서비스 운영 및 유지관리,servc,26
R26BK01261988_000,국방연동관리체계 고도화 ISMP 사업,servc,20
R26BK01261989_000,2026년 영상보안 활용 범죄피해자 안전조치 솔루션 사업,servc,31
R26BK01261992_000,2026년 해외기업정보 OIP 플랫폼 및 TP Catalyst 접속 서비스 이용,servc,44
R26BK01261995_000,강원대학교 삼척캠퍼스 삼척생활관 인터넷 서비스 위탁 운영,servc,31
R26BK01262035_000,26년 AI 보안운영 및 위협탐지 실무인력 양성,servc,26
R26BK01262070_000,2026년 G-PASS기업 지정 관리 위탁 용역,servc,26
R26BK01262079_000,국립한국교통대학교 통합경비시스템 용역,servc,20
R26BK01262083_000,경북대학교 복지관 주변 학생보행 안전을 위한 차 없는 거리 조성사업 건설폐기물처리용역,servc,47
R26BK01262228_000,2026년 전역예정장병 취업지원 및 국군장병 취업박람회 운영 위탁용역사업,servc,40
R26BK01262238_000,26~27년 모바일 안내문 3차 공인전자문서 중계자 선정,servc,31
R26BK01262280_000,2026년 통합정보시스템 유지관리 용역사업,servc,23
R26BK01262317_000,2026년 화학물질종합정보시스템 유지관리,servc,22
R26BK01262334_000,공영홈쇼핑 25년~27년 신규 도입 솔루션 및 인프라 유지관리,servc,34
R26BK01262379_000,2026년 파주시도서관 정보화 시스템 통합 유지관리 용역,servc,31
R26BK01262395_000,2026년 소상공인 정책지원 플랫폼 운영 및 유지관리,servc,29
R26BK01262404_000,2026년 뉴스 저작물 이용 및 스크랩 용역 사업,servc,27
R26BK01262420_000,2026년 해양관측부이 유지관리,servc,17
R26BK01262457_000,2026년 정보시스템 통합유지 관리,servc,19
R26BK01262458_000,부천북초 공간재구조화 개축 및 리모델링공사 폐기물 처리용역(계속비),servc,37
R26BK01262505_000,2026년 아산시 지능형교통체계(ITS) 유지관리 용역,servc,30
R26BK01262556_000,26년도 시험검사장비(그룹C) 사후관리(에이비사이엑스코리아유한회사),servc,37
R26BK01262568_000,2026~2027학년도 부산대학교 정보통신망 유지관리 사업,servc,32
R26BK01262579_000,2026년 아산시 버스정보시스템(BIS) 유지관리 용역,servc,30
R26BK01262587_000,2026년~2027년 정부청사관리본부 정보(보호)시스템 유지관리 사업,servc,38
R26BK01262590_000,로컬푸드 통합센터 및 직매장 운영 고도화 용역(2026),servc,31
R26BK01262617_000,제4차 공항소음방지 중기계획 이행을 위한 제도개선 연구,servc,30
R26BK01262638_000,2026년도 디지털 포렌식 유지관리 위탁 사업,servc,25
R26BK01262665_000,2026년~2027년 정부청사 시설관리시스템 유지관리,servc,29
R26BK01262717_000,2026년 동북아역사재단 유튜브 및 영상 제작 사업,servc,28
R26BK01262741_000,2026년~2027년 정부청사 시설관리데이터분석시스템 운영·유지관리,servc,37
R26BK01262772_000,2026년 보은군 정보통신시스템 통합유지관리 용역,servc,27
R26BK01262810_000,26년 방위사업청 종합홍보 용역,servc,17
R26BK01262817_000,2026년 항공정보간행물(AIP) 편집 사업,servc,24
R26BK01262826_000,2026년 보훈문화 체험활동 평가위탁 용역,servc,23
R26BK01262853_000,수도권 국제공동 캠페인 확대 수행 용역,servc,21
R26BK01262861_000,독립의 전당 건립 건설폐기물 처리 및 운반용역 (장기1차),servc,32
R26BK01262920_000,2026년도 혁신제품 지원센터 운영 용역,servc,22
R26BK01262925_000,2026년 신문 자료 디지털화 및 지식정보자원 공유기반 구축 사업,servc,36
R26BK01262934_000,보은군 온-누림 플랫폼 통합 홈페이지 구축 용역,servc,26
R26BK01262952_000,2026년~ 2027년 음성군 행정정보시스템 통합유지보수 용역,servc,34
R26BK01262966_000,차세대 119통합시스템 구축 ISMP 수립,servc,23
R26BK01263003_000,2026년 경찰청 도시교통정보센터 시스템 유지관리 용역,servc,30
R26BK01263064_000,2026년 기상관측종합관리시스템 운영 및 유지관리 용역사업,servc,32
R26BK01263127_000,2026~2027년 정부영상회의시스템 유지보수 사업,servc,28
R26BK01263329_000,2026년 개인정보보호 활동 및 관련시스템 유지관리 용역,servc,31
R26BK01263343_000,2026년 시계비행상황관리시스템 등 유지관리 용역,servc,27
R26BK01263394_000,디지털서비스_케이티_KT AI Studio,servc,23
R26BK01263505_000,제9회 전국동시지방선거 방송광고 등 제작,servc,22
R26BK01263533_000,감독권한대행 등 건설사업관리 용역 (청주서원경찰서 신축),servc,31
R26BK01263539_000,정부 핵심정책 바이럴 캠페인,servc,15
R26BK01263558_000,(교무-현장) 2026년도 장기현장실습장 안전관리점검 컨설팅 용역 업체 선정 의뢰,servc,45
R26BK01263577_000,한국기술교육대학교 재학생 일반건강검진 용역,servc,23
R26BK01263581_000,2026년도 해외안전 담당인력 심리상담 지원,servc,24
R26BK01263587_000,연근해 기초 생산력 현황 및 변동성 구명(Ⅱ),servc,25
R26BK01263595_000,추풍령중학교 석축보강 및 진입로 보수 공사 관련 감독권한대행 등 건설사업관리용역,servc,44
R26BK01263604_000,2026년 국립어린이박물관 및 통합시설 시설관리용역,servc,28
R26BK01263646_000,연근해 저차 해양생태계 생물 현황 및 먹이망 구조 평가(Ⅱ),servc,33
R26BK01263687_000,문체부-WIPO 신탁기금 20주년 기념행사 대행용역,servc,28
R26BK01263713_000,부산콘텐츠마켓2026(BCM2026)행사 용역대행사 선정,servc,31
R26BK01263714_000,GRC 관리체계를 위한 정보보안 플랫폼 구축,servc,24
R26BK01263737_000,2026년 경남형 진로교육 지원 플랫폼 유지관리 및 기능개선 용역,servc,36
R26BK01263755_000,26년 정밀시험검사장비(그룹C) 사후관리(한국애질런트테크놀로지),servc,35
R26BK01263761_000,2026년 제주상수도 통합운영관리시스템 유지관리용역,servc,28
R26BK01263790_000,"주택가격비준표 특성항목 개선을 위한 2차 연구:수도권, 지방광역시 및 세종특별자치시를 대상으로",servc,52
R26BK01263794_000,2026년도 청소년수련시설 종합평가,servc,19
R26BK01263894_000,"(긴급)(가칭)에코3고등학교 교사신축 정보통신,소방공사 설계용역(계속비)",servc,40
R26BK01263907_000,2029 인빅터스 게임 유치신청서와 PT 제작 및 현장 운영 용역,servc,36
R26BK01263923_000,2026년도 지진·지진해일·화산 홍보 사업,servc,23
R26BK01263927_000,2026년 제주시 통합주차정보 제공시스템 소프트웨어 유지관리 용역,servc,36
R26BK01263948_000,"기업혁신파크(춘천, 포항) 사업성 분석 등에 관한 연구",servc,30
R26BK01263976_000,2026년 영종도 출퇴근 교직원을 위한 인천중산초 통근버스 운송용역,servc,37
R26BK01263989_000,2026년 소스데이터 공유 플랫폼(i.AM) 운영 및 유지보수 사업,servc,37
R26BK01263992_000,스마트도시 특화단지 데이터 구축,servc,17
R26BK01263997_000,2025년 교통약자 이동편의 실태조사 연구,servc,23
R26BK01264012_000,전복류 수산생물 전염병 수입위험분석,servc,19
R26BK01264019_000,2026년 보건복지부 개인정보 보호수준 현황조사,servc,26
R26BK01264040_000,2026년 법나들이 기획 및 편집,servc,18
R26BK01264168_000,차세대 국회인적자원관리시스템 2단계 구축사업,servc,24
R26BK01264215_000,1기갑여단 전술훈련장 등 8건 소규모 재해영향평가 용역,servc,30
R26BK01264233_000,지방세 재해복구시스템 구축,servc,14
R26BK01264241_000,2026년 지방행정공통시스템 유지관리,servc,20
R26BK01264256_000,2026학년도 국립공주대학교 학생 무료등교버스 운행 용역,servc,31
R26BK01264266_000,해외 생물다양성 조사 및 소재확보-동유럽 국가(2026년),servc,32
R26BK01264275_000,2027학년도 신입생 모집을 위한 입시홍보 광고대행 및 제작,servc,33
R26BK01264347_000,층간소음 이웃사이서비스 콜센터 위탁운영,servc,21
R26BK01264358_000,2026년 불법주정차 CCTV(무인교통감시장치) 유지보수 용역,servc,34
R26BK01264401_000,26~27년도 청해부대 선박모니터링시스템 유지보수 및 노후화 교체,servc,36
R26BK01264490_000,2026년 목재정보서비스 유지관리,servc,18
R26BK01264499_000,2026년 홍수대책상황실 운영관리용역,servc,20
R26BK01264510_000,국가재무제표 결산검사 업무보조 용역(2분류),servc,24
R26BK01264515_000,2026년 리더십역량강화과정 설계 및 운영 용역,servc,26
R26BK01264833_000,근현대 벽돌·모르타르 제조·제작·시공기술 실태조사,servc,27
R26BK01264871_000,2026년~2027년 정부청사 스마트헬스 플랫폼 위탁 용역,servc,32
R26BK01264891_000,2026/27 하이원리조트 여자오픈 골프대회 위탁운영 용역,servc,32
R26BK01264951_000,2025년 최소 성취수준 보장지도 지원 콘텐츠 개발 및 유지관리 사업,servc,38
R26BK01264983_000,의성군 생활자원회수센터 설치사업 감독권한대행 등 건설사업관리용역(총괄-1차),servc,42
R26BK01265001_000,증평경찰서 신축사업 건설사업관리용역(감독권한대행),servc,27
